Date,Time,Software,Status,Feature,User Machine,Licenses
2023-05-20,16:26:54,ABAQUSLM,DENIED,standard,kulbir@node351.igcar.gov.in ,30
2023-05-20,16:28:00,ABAQUSLM,DENIED,abaqus,kulbir@node348.igcar.gov.in ,30
2023-05-20,16:28:00,ABAQUSLM,DENIED,standard,kulbir@node348.igcar.gov.in ,30
2023-05-20,16:42:24,ABAQUSLM,DENIED,abaqus,kulbir@node351.igcar.gov.in ,30
2023-05-20,16:42:24,ABAQUSLM,DENIED,standard,kulbir@node351.igcar.gov.in ,30
2023-05-20,16:43:31,ABAQUSLM,DENIED,abaqus,kulbir@node348.igcar.gov.in ,30
2023-05-20,16:43:31,ABAQUSLM,DENIED,standard,kulbir@node348.igcar.gov.in ,30
2023-05-20,16:57:55,ABAQUSLM,DENIED,abaqus,kulbir@node351.igcar.gov.in ,30
2023-05-20,16:57:55,ABAQUSLM,DENIED,standard,kulbir@node351.igcar.gov.in ,30
2023-05-20,16:59:01,ABAQUSLM,DENIED,abaqus,kulbir@node348.igcar.gov.in ,30
2023-05-20,16:59:01,ABAQUSLM,DENIED,standard,kulbir@node348.igcar.gov.in ,30
2023-05-20,17:12:55,ABAQUSLM,DENIED,abaqus,kulbir@node351.igcar.gov.in ,30
2023-05-20,17:12:55,ABAQUSLM,DENIED,standard,kulbir@node351.igcar.gov.in ,30
2023-05-20,17:14:31,ABAQUSLM,DENIED,abaqus,kulbir@node348.igcar.gov.in ,30
2023-05-20,17:14:31,ABAQUSLM,DENIED,standard,kulbir@node348.igcar.gov.in ,30
2023-05-20,17:27:55,ABAQUSLM,DENIED,abaqus,kulbir@node351.igcar.gov.in ,30
2023-05-20,17:27:55,ABAQUSLM,DENIED,standard,kulbir@node351.igcar.gov.in ,30
2023-05-20,17:30:01,ABAQUSLM,DENIED,abaqus,kulbir@node348.igcar.gov.in ,30
2023-05-20,17:30:01,ABAQUSLM,DENIED,standard,kulbir@node348.igcar.gov.in ,30
2023-05-20,17:43:25,ABAQUSLM,DENIED,abaqus,kulbir@node351.igcar.gov.in ,30
2023-05-20,17:43:25,ABAQUSLM,DENIED,standard,kulbir@node351.igcar.gov.in ,30
2023-05-20,17:45:31,ABAQUSLM,DENIED,abaqus,kulbir@node348.igcar.gov.in ,30
2023-05-20,17:45:31,ABAQUSLM,DENIED,standard,kulbir@node348.igcar.gov.in ,30
2023-05-20,17:58:55,ABAQUSLM,DENIED,abaqus,kulbir@node351.igcar.gov.in ,30
2023-05-20,17:58:55,ABAQUSLM,DENIED,standard,kulbir@node351.igcar.gov.in ,30
2023-05-20,18:00:31,ABAQUSLM,DENIED,abaqus,kulbir@node348.igcar.gov.in ,30
2023-05-20,18:00:31,ABAQUSLM,DENIED,standard,kulbir@node348.igcar.gov.in ,30
2023-05-20,18:14:25,ABAQUSLM,DENIED,abaqus,kulbir@node351.igcar.gov.in ,30
2023-05-20,18:14:25,ABAQUSLM,DENIED,standard,kulbir@node351.igcar.gov.in ,30
2023-05-20,18:16:01,ABAQUSLM,DENIED,abaqus,kulbir@node348.igcar.gov.in ,30
2023-05-20,18:16:01,ABAQUSLM,DENIED,standard,kulbir@node348.igcar.gov.in ,30
2023-05-20,18:29:55,ABAQUSLM,DENIED,abaqus,kulbir@node351.igcar.gov.in ,30
2023-05-20,18:29:55,ABAQUSLM,DENIED,standard,kulbir@node351.igcar.gov.in ,30
2023-05-20,18:31:31,ABAQUSLM,DENIED,abaqus,kulbir@node348.igcar.gov.in ,30
2023-05-20,18:31:31,ABAQUSLM,DENIED,standard,kulbir@node348.igcar.gov.in ,30
2023-05-20,18:45:25,ABAQUSLM,DENIED,abaqus,kulbir@node351.igcar.gov.in ,30
2023-05-20,18:45:25,ABAQUSLM,DENIED,standard,kulbir@node351.igcar.gov.in ,30
2023-05-20,18:47:01,ABAQUSLM,DENIED,abaqus,kulbir@node348.igcar.gov.in ,30
2023-05-20,18:47:01,ABAQUSLM,DENIED,standard,kulbir@node348.igcar.gov.in ,30
2023-05-20,19:00:55,ABAQUSLM,DENIED,abaqus,kulbir@node351.igcar.gov.in ,30
2023-05-20,19:00:55,ABAQUSLM,DENIED,standard,kulbir@node351.igcar.gov.in ,30
2023-05-20,19:02:31,ABAQUSLM,DENIED,abaqus,kulbir@node348.igcar.gov.in ,30
2023-05-20,19:02:31,ABAQUSLM,DENIED,standard,kulbir@node348.igcar.gov.in ,30
2023-05-20,19:16:25,ABAQUSLM,DENIED,abaqus,kulbir@node351.igcar.gov.in ,30
2023-05-20,19:16:25,ABAQUSLM,DENIED,standard,kulbir@node351.igcar.gov.in ,30
2023-05-20,19:18:01,ABAQUSLM,DENIED,abaqus,kulbir@node348.igcar.gov.in ,30
2023-05-20,19:18:01,ABAQUSLM,DENIED,standard,kulbir@node348.igcar.gov.in ,30
2023-05-20,19:31:55,ABAQUSLM,DENIED,abaqus,kulbir@node351.igcar.gov.in ,30
2023-05-20,19:31:55,ABAQUSLM,DENIED,standard,kulbir@node351.igcar.gov.in ,30
2023-05-20,19:33:31,ABAQUSLM,DENIED,abaqus,kulbir@node348.igcar.gov.in ,30
2023-05-20,19:33:31,ABAQUSLM,DENIED,standard,kulbir@node348.igcar.gov.in ,30
2023-05-20,19:47:25,ABAQUSLM,DENIED,abaqus,kulbir@node351.igcar.gov.in ,30
2023-05-20,19:47:25,ABAQUSLM,DENIED,standard,kulbir@node351.igcar.gov.in ,30
2023-05-20,19:49:01,ABAQUSLM,DENIED,abaqus,kulbir@node348.igcar.gov.in ,30
2023-05-20,19:49:01,ABAQUSLM,DENIED,standard,kulbir@node348.igcar.gov.in ,30
2023-05-20,20:02:55,ABAQUSLM,DENIED,abaqus,kulbir@node351.igcar.gov.in ,30
2023-05-20,20:02:55,ABAQUSLM,DENIED,standard,kulbir@node351.igcar.gov.in ,30
2023-05-20,20:04:31,ABAQUSLM,DENIED,abaqus,kulbir@node348.igcar.gov.in ,30
2023-05-20,20:04:31,ABAQUSLM,DENIED,standard,kulbir@node348.igcar.gov.in ,30
2023-05-20,20:18:25,ABAQUSLM,DENIED,abaqus,kulbir@node351.igcar.gov.in ,30
2023-05-20,20:18:25,ABAQUSLM,DENIED,standard,kulbir@node351.igcar.gov.in ,30
2023-05-20,20:20:01,ABAQUSLM,DENIED,abaqus,kulbir@node348.igcar.gov.in ,30
2023-05-20,20:20:01,ABAQUSLM,DENIED,standard,kulbir@node348.igcar.gov.in ,30
2023-05-20,20:33:55,ABAQUSLM,DENIED,abaqus,kulbir@node351.igcar.gov.in ,30
2023-05-20,20:33:55,ABAQUSLM,DENIED,standard,kulbir@node351.igcar.gov.in ,30
2023-05-20,20:35:31,ABAQUSLM,DENIED,abaqus,kulbir@node348.igcar.gov.in ,30
2023-05-20,20:35:31,ABAQUSLM,DENIED,standard,kulbir@node348.igcar.gov.in ,30
2023-05-20,20:49:25,ABAQUSLM,DENIED,abaqus,kulbir@node351.igcar.gov.in ,30
2023-05-20,20:49:25,ABAQUSLM,DENIED,standard,kulbir@node351.igcar.gov.in ,30
2023-05-20,20:51:01,ABAQUSLM,DENIED,abaqus,kulbir@node348.igcar.gov.in ,30
2023-05-20,20:51:01,ABAQUSLM,DENIED,standard,kulbir@node348.igcar.gov.in ,30
2023-05-20,21:04:55,ABAQUSLM,DENIED,abaqus,kulbir@node351.igcar.gov.in ,30
2023-05-20,21:04:55,ABAQUSLM,DENIED,standard,kulbir@node351.igcar.gov.in ,30
2023-05-20,21:06:31,ABAQUSLM,DENIED,abaqus,kulbir@node348.igcar.gov.in ,30
2023-05-20,21:06:31,ABAQUSLM,DENIED,standard,kulbir@node348.igcar.gov.in ,30
2023-05-20,21:20:25,ABAQUSLM,DENIED,abaqus,kulbir@node351.igcar.gov.in ,30
2023-05-20,21:20:25,ABAQUSLM,DENIED,standard,kulbir@node351.igcar.gov.in ,30
2023-05-20,21:22:01,ABAQUSLM,DENIED,abaqus,kulbir@node348.igcar.gov.in ,30
2023-05-20,21:22:01,ABAQUSLM,DENIED,standard,kulbir@node348.igcar.gov.in ,30
2023-05-20,21:35:55,ABAQUSLM,DENIED,abaqus,kulbir@node351.igcar.gov.in ,30
2023-05-20,21:35:55,ABAQUSLM,DENIED,standard,kulbir@node351.igcar.gov.in ,30
2023-05-20,21:37:31,ABAQUSLM,DENIED,abaqus,kulbir@node348.igcar.gov.in ,30
2023-05-20,21:37:31,ABAQUSLM,DENIED,standard,kulbir@node348.igcar.gov.in ,30
2023-05-20,21:51:25,ABAQUSLM,DENIED,abaqus,kulbir@node351.igcar.gov.in ,30
2023-05-20,21:51:25,ABAQUSLM,DENIED,standard,kulbir@node351.igcar.gov.in ,30
2023-05-20,21:53:01,ABAQUSLM,DENIED,abaqus,kulbir@node348.igcar.gov.in ,30
2023-05-20,21:53:01,ABAQUSLM,DENIED,standard,kulbir@node348.igcar.gov.in ,30
2023-05-20,22:06:55,ABAQUSLM,DENIED,abaqus,kulbir@node351.igcar.gov.in ,30
2023-05-20,22:06:55,ABAQUSLM,DENIED,standard,kulbir@node351.igcar.gov.in ,30
2023-05-20,22:08:31,ABAQUSLM,DENIED,abaqus,kulbir@node348.igcar.gov.in ,30
2023-05-20,22:08:31,ABAQUSLM,DENIED,standard,kulbir@node348.igcar.gov.in ,30
2023-05-20,22:22:26,ABAQUSLM,DENIED,abaqus,kulbir@node351.igcar.gov.in ,30
2023-05-20,22:22:26,ABAQUSLM,DENIED,standard,kulbir@node351.igcar.gov.in ,30
2023-05-20,22:24:01,ABAQUSLM,DENIED,abaqus,kulbir@node348.igcar.gov.in ,30
2023-05-20,22:24:01,ABAQUSLM,DENIED,standard,kulbir@node348.igcar.gov.in ,30
2023-05-20,22:37:56,ABAQUSLM,DENIED,abaqus,kulbir@node351.igcar.gov.in ,30
2023-05-20,22:37:56,ABAQUSLM,DENIED,standard,kulbir@node351.igcar.gov.in ,30
2023-05-20,22:39:31,ABAQUSLM,DENIED,abaqus,kulbir@node348.igcar.gov.in ,30
2023-05-20,22:39:31,ABAQUSLM,DENIED,standard,kulbir@node348.igcar.gov.in ,30
2023-05-20,22:53:26,ABAQUSLM,DENIED,abaqus,kulbir@node351.igcar.gov.in ,30
2023-05-20,22:53:26,ABAQUSLM,DENIED,standard,kulbir@node351.igcar.gov.in ,30
2023-05-20,22:55:01,ABAQUSLM,DENIED,abaqus,kulbir@node348.igcar.gov.in ,30
2023-05-20,22:55:01,ABAQUSLM,DENIED,standard,kulbir@node348.igcar.gov.in ,30
2023-05-20,23:08:56,ABAQUSLM,DENIED,abaqus,kulbir@node351.igcar.gov.in ,30
2023-05-20,23:08:56,ABAQUSLM,DENIED,standard,kulbir@node351.igcar.gov.in ,30
2023-05-20,23:10:31,ABAQUSLM,DENIED,abaqus,kulbir@node348.igcar.gov.in ,30
2023-05-20,23:10:31,ABAQUSLM,DENIED,standard,kulbir@node348.igcar.gov.in ,30
2023-05-20,23:24:26,ABAQUSLM,DENIED,abaqus,kulbir@node351.igcar.gov.in ,30
2023-05-20,23:24:26,ABAQUSLM,DENIED,standard,kulbir@node351.igcar.gov.in ,30
2023-05-20,23:26:01,ABAQUSLM,DENIED,abaqus,kulbir@node348.igcar.gov.in ,30
2023-05-20,23:26:01,ABAQUSLM,DENIED,standard,kulbir@node348.igcar.gov.in ,30
2023-05-20,23:39:56,ABAQUSLM,DENIED,abaqus,kulbir@node351.igcar.gov.in ,30
2023-05-20,23:39:56,ABAQUSLM,DENIED,standard,kulbir@node351.igcar.gov.in ,30
2023-05-20,23:41:31,ABAQUSLM,DENIED,abaqus,kulbir@node348.igcar.gov.in ,30
2023-05-20,23:41:31,ABAQUSLM,DENIED,standard,kulbir@node348.igcar.gov.in ,30
2023-05-20,23:55:26,ABAQUSLM,DENIED,abaqus,kulbir@node351.igcar.gov.in ,30
2023-05-20,23:55:26,ABAQUSLM,DENIED,standard,kulbir@node351.igcar.gov.in ,30
2023-05-20,23:57:01,ABAQUSLM,DENIED,abaqus,kulbir@node348.igcar.gov.in ,30
2023-05-20,23:57:01,ABAQUSLM,DENIED,standard,kulbir@node348.igcar.gov.in ,30
2023-05-21,10:14:57,ABAQUSLM,DENIED,abaqus,kulbir@node351.igcar.gov.in ,30
2023-05-21,10:14:57,ABAQUSLM,DENIED,standard,kulbir@node351.igcar.gov.in ,30
2023-05-21,10:30:27,ABAQUSLM,DENIED,abaqus,kulbir@node351.igcar.gov.in ,30
2023-05-21,10:30:27,ABAQUSLM,DENIED,standard,kulbir@node351.igcar.gov.in ,30
2023-05-21,10:45:27,ABAQUSLM,DENIED,abaqus,kulbir@node351.igcar.gov.in ,30
2023-05-21,10:45:27,ABAQUSLM,DENIED,standard,kulbir@node351.igcar.gov.in ,30
2023-05-21,11:00:57,ABAQUSLM,DENIED,abaqus,kulbir@node351.igcar.gov.in ,30
2023-05-21,11:00:57,ABAQUSLM,DENIED,standard,kulbir@node351.igcar.gov.in ,30
2023-05-21,11:16:27,ABAQUSLM,DENIED,abaqus,kulbir@node351.igcar.gov.in ,30
2023-05-21,11:16:27,ABAQUSLM,DENIED,standard,kulbir@node351.igcar.gov.in ,30
2023-05-21,11:31:57,ABAQUSLM,DENIED,abaqus,kulbir@node351.igcar.gov.in ,30
2023-05-21,11:31:57,ABAQUSLM,DENIED,standard,kulbir@node351.igcar.gov.in ,30
2023-05-21,11:47:27,ABAQUSLM,DENIED,abaqus,kulbir@node351.igcar.gov.in ,30
2023-05-21,11:47:27,ABAQUSLM,DENIED,standard,kulbir@node351.igcar.gov.in ,30
2023-05-21,12:02:57,ABAQUSLM,DENIED,abaqus,kulbir@node351.igcar.gov.in ,30
2023-05-21,12:02:57,ABAQUSLM,DENIED,standard,kulbir@node351.igcar.gov.in ,30
2023-05-21,12:18:27,ABAQUSLM,DENIED,abaqus,kulbir@node351.igcar.gov.in ,30
2023-05-21,12:18:27,ABAQUSLM,DENIED,standard,kulbir@node351.igcar.gov.in ,30
2023-05-21,12:33:57,ABAQUSLM,DENIED,abaqus,kulbir@node351.igcar.gov.in ,30
2023-05-21,12:33:57,ABAQUSLM,DENIED,standard,kulbir@node351.igcar.gov.in ,30
2023-05-21,12:49:27,ABAQUSLM,DENIED,abaqus,kulbir@node351.igcar.gov.in ,30
2023-05-21,12:49:27,ABAQUSLM,DENIED,standard,kulbir@node351.igcar.gov.in ,30
2023-05-21,13:04:57,ABAQUSLM,DENIED,abaqus,kulbir@node351.igcar.gov.in ,30
2023-05-21,13:04:57,ABAQUSLM,DENIED,standard,kulbir@node351.igcar.gov.in ,30
2023-05-21,13:20:27,ABAQUSLM,DENIED,abaqus,kulbir@node351.igcar.gov.in ,30
2023-05-21,13:20:27,ABAQUSLM,DENIED,standard,kulbir@node351.igcar.gov.in ,30
2023-05-21,13:35:57,ABAQUSLM,DENIED,abaqus,kulbir@node351.igcar.gov.in ,30
2023-05-21,13:35:57,ABAQUSLM,DENIED,standard,kulbir@node351.igcar.gov.in ,30
2023-05-21,13:51:27,ABAQUSLM,DENIED,abaqus,kulbir@node351.igcar.gov.in ,30
2023-05-21,13:51:27,ABAQUSLM,DENIED,standard,kulbir@node351.igcar.gov.in ,30
2023-05-21,14:06:57,ABAQUSLM,DENIED,abaqus,kulbir@node351.igcar.gov.in ,30
2023-05-21,14:06:57,ABAQUSLM,DENIED,standard,kulbir@node351.igcar.gov.in ,30
2023-05-21,14:22:27,ABAQUSLM,DENIED,abaqus,kulbir@node351.igcar.gov.in ,30
2023-05-21,14:22:27,ABAQUSLM,DENIED,standard,kulbir@node351.igcar.gov.in ,30
2023-05-21,14:37:57,ABAQUSLM,DENIED,abaqus,kulbir@node351.igcar.gov.in ,30
2023-05-21,14:37:57,ABAQUSLM,DENIED,standard,kulbir@node351.igcar.gov.in ,30
2023-05-21,14:53:27,ABAQUSLM,DENIED,abaqus,kulbir@node351.igcar.gov.in ,30
2023-05-21,14:53:27,ABAQUSLM,DENIED,standard,kulbir@node351.igcar.gov.in ,30
2023-05-21,15:08:57,ABAQUSLM,DENIED,abaqus,kulbir@node351.igcar.gov.in ,30
2023-05-21,15:08:57,ABAQUSLM,DENIED,standard,kulbir@node351.igcar.gov.in ,30
2023-05-21,15:24:27,ABAQUSLM,DENIED,abaqus,kulbir@node351.igcar.gov.in ,30
2023-05-21,15:24:27,ABAQUSLM,DENIED,standard,kulbir@node351.igcar.gov.in ,30
2023-05-21,15:39:57,ABAQUSLM,DENIED,abaqus,kulbir@node351.igcar.gov.in ,30
2023-05-21,15:39:57,ABAQUSLM,DENIED,standard,kulbir@node351.igcar.gov.in ,30
2023-05-21,15:55:27,ABAQUSLM,DENIED,abaqus,kulbir@node351.igcar.gov.in ,30
2023-05-21,15:55:27,ABAQUSLM,DENIED,standard,kulbir@node351.igcar.gov.in ,30
2023-05-21,16:10:57,ABAQUSLM,DENIED,abaqus,kulbir@node351.igcar.gov.in ,30
2023-05-21,16:10:57,ABAQUSLM,DENIED,standard,kulbir@node351.igcar.gov.in ,30
2023-05-21,16:26:27,ABAQUSLM,DENIED,abaqus,kulbir@node351.igcar.gov.in ,30
2023-05-21,16:26:27,ABAQUSLM,DENIED,standard,kulbir@node351.igcar.gov.in ,30
2023-05-21,16:41:57,ABAQUSLM,DENIED,abaqus,kulbir@node351.igcar.gov.in ,30
2023-05-21,16:41:57,ABAQUSLM,DENIED,standard,kulbir@node351.igcar.gov.in ,30
2023-05-21,16:57:27,ABAQUSLM,DENIED,abaqus,kulbir@node351.igcar.gov.in ,30
2023-05-21,16:57:27,ABAQUSLM,DENIED,standard,kulbir@node351.igcar.gov.in ,30
2023-05-21,17:12:57,ABAQUSLM,DENIED,abaqus,kulbir@node351.igcar.gov.in ,30
2023-05-21,17:12:57,ABAQUSLM,DENIED,standard,kulbir@node351.igcar.gov.in ,30
2023-05-21,17:28:27,ABAQUSLM,DENIED,abaqus,kulbir@node351.igcar.gov.in ,30
2023-05-21,17:28:27,ABAQUSLM,DENIED,standard,kulbir@node351.igcar.gov.in ,30
2023-05-21,17:43:57,ABAQUSLM,DENIED,abaqus,kulbir@node351.igcar.gov.in ,30
2023-05-21,17:43:57,ABAQUSLM,DENIED,standard,kulbir@node351.igcar.gov.in ,30
2023-05-21,17:59:27,ABAQUSLM,DENIED,abaqus,kulbir@node351.igcar.gov.in ,30
2023-05-21,17:59:27,ABAQUSLM,DENIED,standard,kulbir@node351.igcar.gov.in ,30
2023-05-21,18:14:57,ABAQUSLM,DENIED,abaqus,kulbir@node351.igcar.gov.in ,30
2023-05-21,18:14:57,ABAQUSLM,DENIED,standard,kulbir@node351.igcar.gov.in ,30
2023-05-21,18:30:27,ABAQUSLM,DENIED,abaqus,kulbir@node351.igcar.gov.in ,30
2023-05-21,18:30:27,ABAQUSLM,DENIED,standard,kulbir@node351.igcar.gov.in ,30
2023-05-21,18:45:57,ABAQUSLM,DENIED,abaqus,kulbir@node351.igcar.gov.in ,30
2023-05-21,18:45:57,ABAQUSLM,DENIED,standard,kulbir@node351.igcar.gov.in ,30
2023-05-21,19:01:28,ABAQUSLM,DENIED,abaqus,kulbir@node351.igcar.gov.in ,30
2023-05-21,19:01:28,ABAQUSLM,DENIED,standard,kulbir@node351.igcar.gov.in ,30
2023-05-21,19:16:58,ABAQUSLM,DENIED,abaqus,kulbir@node351.igcar.gov.in ,30
2023-05-21,19:16:58,ABAQUSLM,DENIED,standard,kulbir@node351.igcar.gov.in ,30
2023-05-21,19:32:28,ABAQUSLM,DENIED,abaqus,kulbir@node351.igcar.gov.in ,30
2023-05-21,19:32:28,ABAQUSLM,DENIED,standard,kulbir@node351.igcar.gov.in ,30
2023-05-21,19:47:58,ABAQUSLM,DENIED,abaqus,kulbir@node351.igcar.gov.in ,30
2023-05-21,19:47:58,ABAQUSLM,DENIED,standard,kulbir@node351.igcar.gov.in ,30
2023-05-21,20:03:28,ABAQUSLM,DENIED,abaqus,kulbir@node351.igcar.gov.in ,30
2023-05-21,20:03:28,ABAQUSLM,DENIED,standard,kulbir@node351.igcar.gov.in ,30
2023-05-21,20:18:58,ABAQUSLM,DENIED,abaqus,kulbir@node351.igcar.gov.in ,30
2023-05-21,20:18:58,ABAQUSLM,DENIED,standard,kulbir@node351.igcar.gov.in ,30
2023-05-21,20:34:28,ABAQUSLM,DENIED,abaqus,kulbir@node351.igcar.gov.in ,30
2023-05-21,20:34:28,ABAQUSLM,DENIED,standard,kulbir@node351.igcar.gov.in ,30
2023-05-21,20:49:58,ABAQUSLM,DENIED,abaqus,kulbir@node351.igcar.gov.in ,30
2023-05-21,20:49:58,ABAQUSLM,DENIED,standard,kulbir@node351.igcar.gov.in ,30
2023-05-21,21:05:28,ABAQUSLM,DENIED,abaqus,kulbir@node351.igcar.gov.in ,30
2023-05-21,21:05:28,ABAQUSLM,DENIED,standard,kulbir@node351.igcar.gov.in ,30
2023-05-21,21:20:58,ABAQUSLM,DENIED,abaqus,kulbir@node351.igcar.gov.in ,30
2023-05-21,21:20:58,ABAQUSLM,DENIED,standard,kulbir@node351.igcar.gov.in ,30
2023-05-21,21:36:28,ABAQUSLM,DENIED,abaqus,kulbir@node351.igcar.gov.in ,30
2023-05-21,21:36:28,ABAQUSLM,DENIED,standard,kulbir@node351.igcar.gov.in ,30
2023-05-21,21:51:58,ABAQUSLM,DENIED,abaqus,kulbir@node351.igcar.gov.in ,30
2023-05-21,21:51:58,ABAQUSLM,DENIED,standard,kulbir@node351.igcar.gov.in ,30
2023-05-21,22:07:28,ABAQUSLM,DENIED,abaqus,kulbir@node351.igcar.gov.in ,30
2023-05-21,22:07:28,ABAQUSLM,DENIED,standard,kulbir@node351.igcar.gov.in ,30
2023-05-21,22:22:58,ABAQUSLM,DENIED,abaqus,kulbir@node351.igcar.gov.in ,30
2023-05-21,22:22:58,ABAQUSLM,DENIED,standard,kulbir@node351.igcar.gov.in ,30
2023-05-21,22:38:28,ABAQUSLM,DENIED,abaqus,kulbir@node351.igcar.gov.in ,30
2023-05-21,22:38:28,ABAQUSLM,DENIED,standard,kulbir@node351.igcar.gov.in ,30
2023-05-21,22:53:58,ABAQUSLM,DENIED,abaqus,kulbir@node351.igcar.gov.in ,30
2023-05-21,22:53:58,ABAQUSLM,DENIED,standard,kulbir@node351.igcar.gov.in ,30
2023-05-21,23:09:28,ABAQUSLM,DENIED,abaqus,kulbir@node351.igcar.gov.in ,30
2023-05-21,23:09:28,ABAQUSLM,DENIED,standard,kulbir@node351.igcar.gov.in ,30
2023-05-21,23:24:58,ABAQUSLM,DENIED,abaqus,kulbir@node351.igcar.gov.in ,30
2023-05-21,23:24:58,ABAQUSLM,DENIED,standard,kulbir@node351.igcar.gov.in ,30
2023-05-21,23:40:28,ABAQUSLM,DENIED,abaqus,kulbir@node351.igcar.gov.in ,30
2023-05-21,23:40:28,ABAQUSLM,DENIED,standard,kulbir@node351.igcar.gov.in ,30
2023-05-21,23:55:58,ABAQUSLM,DENIED,abaqus,kulbir@node351.igcar.gov.in ,30
2023-05-21,23:55:58,ABAQUSLM,DENIED,standard,kulbir@node351.igcar.gov.in ,30
2023-05-22,10:15:29,ABAQUSLM,DENIED,abaqus,kulbir@node351.igcar.gov.in ,30
2023-05-22,10:15:29,ABAQUSLM,DENIED,standard,kulbir@node351.igcar.gov.in ,30
2023-05-22,10:30:59,ABAQUSLM,DENIED,abaqus,kulbir@node351.igcar.gov.in ,30
2023-05-22,10:30:59,ABAQUSLM,DENIED,standard,kulbir@node351.igcar.gov.in ,30
2023-05-22,10:46:29,ABAQUSLM,DENIED,abaqus,kulbir@node351.igcar.gov.in ,30
2023-05-22,10:46:29,ABAQUSLM,DENIED,standard,kulbir@node351.igcar.gov.in ,30
2023-05-22,11:01:59,ABAQUSLM,DENIED,abaqus,kulbir@node351.igcar.gov.in ,30
2023-05-22,11:01:59,ABAQUSLM,DENIED,standard,kulbir@node351.igcar.gov.in ,30
2023-05-22,11:17:29,ABAQUSLM,DENIED,abaqus,kulbir@node351.igcar.gov.in ,30
2023-05-22,11:17:29,ABAQUSLM,DENIED,standard,kulbir@node351.igcar.gov.in ,30
2023-05-22,11:32:59,ABAQUSLM,DENIED,abaqus,kulbir@node351.igcar.gov.in ,30
2023-05-22,11:32:59,ABAQUSLM,DENIED,standard,kulbir@node351.igcar.gov.in ,30
2023-05-22,11:48:29,ABAQUSLM,DENIED,abaqus,kulbir@node351.igcar.gov.in ,30
2023-05-22,11:48:29,ABAQUSLM,DENIED,standard,kulbir@node351.igcar.gov.in ,30
2023-05-22,12:03:59,ABAQUSLM,DENIED,abaqus,kulbir@node351.igcar.gov.in ,30
2023-05-22,12:03:59,ABAQUSLM,DENIED,standard,kulbir@node351.igcar.gov.in ,30
2023-05-22,12:19:29,ABAQUSLM,DENIED,abaqus,kulbir@node351.igcar.gov.in ,30
2023-05-22,12:19:29,ABAQUSLM,DENIED,standard,kulbir@node351.igcar.gov.in ,30
2023-05-22,12:34:59,ABAQUSLM,DENIED,abaqus,kulbir@node351.igcar.gov.in ,30
2023-05-22,12:34:59,ABAQUSLM,DENIED,standard,kulbir@node351.igcar.gov.in ,30
2023-05-22,12:50:29,ABAQUSLM,DENIED,abaqus,kulbir@node351.igcar.gov.in ,30
2023-05-22,12:50:29,ABAQUSLM,DENIED,standard,kulbir@node351.igcar.gov.in ,30
2023-05-22,13:05:59,ABAQUSLM,DENIED,abaqus,kulbir@node351.igcar.gov.in ,30
2023-05-22,13:05:59,ABAQUSLM,DENIED,standard,kulbir@node351.igcar.gov.in ,30
2023-05-22,13:21:29,ABAQUSLM,DENIED,abaqus,kulbir@node351.igcar.gov.in ,30
2023-05-22,13:21:29,ABAQUSLM,DENIED,standard,kulbir@node351.igcar.gov.in ,30
2023-05-22,13:36:59,ABAQUSLM,DENIED,abaqus,kulbir@node351.igcar.gov.in ,30
2023-05-22,13:36:59,ABAQUSLM,DENIED,standard,kulbir@node351.igcar.gov.in ,30
2023-05-22,13:51:59,ABAQUSLM,DENIED,abaqus,kulbir@node351.igcar.gov.in ,30
2023-05-22,13:51:59,ABAQUSLM,DENIED,standard,kulbir@node351.igcar.gov.in ,30
2023-05-22,14:07:29,ABAQUSLM,DENIED,abaqus,kulbir@node351.igcar.gov.in ,30
2023-05-22,14:07:29,ABAQUSLM,DENIED,standard,kulbir@node351.igcar.gov.in ,30
2023-05-22,14:22:59,ABAQUSLM,DENIED,abaqus,kulbir@node351.igcar.gov.in ,30
2023-05-22,14:22:59,ABAQUSLM,DENIED,standard,kulbir@node351.igcar.gov.in ,30
2023-05-22,14:38:29,ABAQUSLM,DENIED,abaqus,kulbir@node351.igcar.gov.in ,30
2023-05-22,14:38:29,ABAQUSLM,DENIED,standard,kulbir@node351.igcar.gov.in ,30
2023-05-22,14:53:59,ABAQUSLM,DENIED,abaqus,kulbir@node351.igcar.gov.in ,30
2023-05-22,14:53:59,ABAQUSLM,DENIED,standard,kulbir@node351.igcar.gov.in ,30
2023-05-22,15:09:29,ABAQUSLM,DENIED,abaqus,kulbir@node351.igcar.gov.in ,30
2023-05-22,15:09:29,ABAQUSLM,DENIED,standard,kulbir@node351.igcar.gov.in ,30
2023-05-22,15:24:59,ABAQUSLM,DENIED,abaqus,kulbir@node351.igcar.gov.in ,30
2023-05-22,15:24:59,ABAQUSLM,DENIED,standard,kulbir@node351.igcar.gov.in ,30
2023-05-22,15:40:29,ABAQUSLM,DENIED,abaqus,kulbir@node351.igcar.gov.in ,30
2023-05-22,15:40:29,ABAQUSLM,DENIED,standard,kulbir@node351.igcar.gov.in ,30
2023-05-22,15:55:59,ABAQUSLM,DENIED,abaqus,kulbir@node351.igcar.gov.in ,30
2023-05-22,15:55:59,ABAQUSLM,DENIED,standard,kulbir@node351.igcar.gov.in ,30
2023-05-22,15:58:34,ABAQUSLM,DENIED,abaqus,prince@node354.igcar.gov.in ,5
