Date,Time,Software,Feature,User Machine,Licenses
2023-05-11,21:06:59,standard,kulbir@node348.igcar.gov.in,Unknown,licenses
2023-05-11,21:06:59,abaqus,kulbir@node348.igcar.gov.in,Unknown,licenses
2023-05-11,21:06:59,parallel,kulbir@node348.igcar.gov.in,Unknown,licenses
2023-05-15,13:12:05,abaqus,askmanson@node348.igcar.gov.in,Unknown,licenses
2023-05-15,13:12:05,foundation,askmanson@node348.igcar.gov.in,Unknown,licenses
2023-05-15,13:15:05,foundation,askmanson@node348.igcar.gov.in,Unknown,licenses
2023-05-15,13:15:05,abaqus,askmanson@node348.igcar.gov.in,Unknown,licenses
2023-05-15,13:16:58,abaqus,askmanson@node348.igcar.gov.in,Unknown,licenses
2023-05-15,13:16:58,standard,askmanson@node348.igcar.gov.in,Unknown,licenses
2023-05-15,13:18:18,standard,askmanson@node348.igcar.gov.in,Unknown,licenses
2023-05-15,13:18:18,abaqus,askmanson@node348.igcar.gov.in,Unknown,licenses
2023-05-15,13:28:44,abaqus,askmanson@node348.igcar.gov.in,Unknown,licenses
2023-05-15,13:28:44,explicit,askmanson@node348.igcar.gov.in,Unknown,licenses
2023-05-15,13:28:44,parallel,askmanson@node348.igcar.gov.in,Unknown,licenses
2023-05-15,15:51:07,abaqus,kathirvelan@GWS-9,Unknown,licenses
2023-05-15,15:51:07,cae,kathirvelan@GWS-9,Unknown,licenses
2023-05-15,16:00:41,abaqus,kathirvelan@GWS-9,Unknown,licenses
2023-05-15,16:00:41,standard,kathirvelan@GWS-9,Unknown,licenses
2023-05-15,16:00:43,standard,kathirvelan@GWS-9,Unknown,licenses
2023-05-15,16:00:43,abaqus,kathirvelan@GWS-9,Unknown,licenses
2023-05-15,16:02:24,abaqus,kathirvelan@GWS-9,Unknown,licenses
2023-05-15,16:02:24,standard,kathirvelan@GWS-9,Unknown,licenses
2023-05-15,16:02:24,parallel,kathirvelan@GWS-9,Unknown,licenses
2023-05-15,16:34:46,cae,kathirvelan@GWS-9,Unknown,licenses
2023-05-15,16:34:46,abaqus,kathirvelan@GWS-9,Unknown,licenses
2023-05-15,17:19:19,standard,kathirvelan@GWS-9,Unknown,licenses
2023-05-15,17:19:19,abaqus,kathirvelan@GWS-9,Unknown,licenses
2023-05-15,17:19:19,parallel,kathirvelan@GWS-9,Unknown,licenses
2023-05-15,17:22:27,abaqus,rnikhil@hn1.hpc.igcar.in,Unknown,licenses
2023-05-15,17:22:27,cae,rnikhil@hn1.hpc.igcar.in,Unknown,licenses
2023-05-15,17:25:37,abaqus,rnikhil@hn1.hpc.igcar.in,Unknown,licenses
2023-05-15,17:25:37,cae,rnikhil@hn1.hpc.igcar.in,Unknown,licenses
2023-05-15,17:44:23,abaqus,kulbir@node350.igcar.gov.in,Unknown,licenses
2023-05-15,17:44:23,standard,kulbir@node350.igcar.gov.in,Unknown,licenses
2023-05-15,17:44:23,parallel,kulbir@node350.igcar.gov.in,Unknown,licenses
2023-05-15,12:14:55,abaqus,rnikhil@cn7.hpc.igcar.in,Unknown,"-4,342"
2023-05-15,12:14:55,standard,rnikhil@cn7.hpc.igcar.in,Unknown,"-4,342"
2023-05-15,12:14:55,abaqus,rnikhil@cn7.hpc.igcar.in,Unknown,licenses
2023-05-15,12:14:55,standard,rnikhil@cn7.hpc.igcar.in,Unknown,licenses
2023-05-15,12:28:18,abaqus,kulbir@node354.igcar.gov.in,Unknown,"-24,332"
2023-05-15,12:28:18,standard,kulbir@node354.igcar.gov.in,Unknown,"-24,332"
2023-05-15,12:28:18,abaqus,kulbir@node354.igcar.gov.in,Unknown,licenses
2023-05-15,12:28:18,standard,kulbir@node354.igcar.gov.in,Unknown,licenses
2023-05-15,12:43:48,abaqus,kulbir@node354.igcar.gov.in,Unknown,"-24,332"
2023-05-15,12:43:48,standard,kulbir@node354.igcar.gov.in,Unknown,"-24,332"
2023-05-16,12:59:18,abaqus,kulbir@node354.igcar.gov.in,Unknown,"-24,332"
2023-05-16,12:59:18,standard,kulbir@node354.igcar.gov.in,Unknown,"-24,332"
2023-05-16,13:13:11,abaqus,kulbir@node354.igcar.gov.in,Unknown,licenses
2023-05-16,13:13:11,standard,kulbir@node354.igcar.gov.in,Unknown,licenses
2023-05-16,13:13:47,abaqus,kulbir@node354.igcar.gov.in,Unknown,"-24,332"
2023-05-16,13:13:47,standard,kulbir@node354.igcar.gov.in,Unknown,"-24,332"
2023-05-16,13:13:47,abaqus,kulbir@node354.igcar.gov.in,Unknown,licenses
2023-05-16,13:13:47,standard,kulbir@node354.igcar.gov.in,Unknown,licenses
2023-05-16,13:29:17,abaqus,kulbir@node354.igcar.gov.in,Unknown,"-24,332"
2023-05-16,13:29:17,standard,kulbir@node354.igcar.gov.in,Unknown,"-24,332"
2023-05-16,13:44:47,abaqus,kulbir@node354.igcar.gov.in,Unknown,"-24,332"
2023-05-16,13:44:47,standard,kulbir@node354.igcar.gov.in,Unknown,"-24,332"
2023-05-16,14:00:17,abaqus,kulbir@node354.igcar.gov.in,Unknown,"-24,332"
2023-05-16,14:00:17,standard,kulbir@node354.igcar.gov.in,Unknown,"-24,332"
2023-05-16,14:15:47,abaqus,kulbir@node354.igcar.gov.in,Unknown,"-24,332"
2023-05-16,14:15:47,standard,kulbir@node354.igcar.gov.in,Unknown,"-24,332"
2023-05-16,14:31:17,abaqus,kulbir@node354.igcar.gov.in,Unknown,"-24,332"
2023-05-16,14:31:17,standard,kulbir@node354.igcar.gov.in,Unknown,"-24,332"
2023-05-16,14:46:47,abaqus,kulbir@node354.igcar.gov.in,Unknown,"-24,332"
2023-05-16,14:46:47,standard,kulbir@node354.igcar.gov.in,Unknown,"-24,332"
2023-05-16,15:02:17,abaqus,kulbir@node354.igcar.gov.in,Unknown,"-24,332"
2023-05-16,15:02:17,standard,kulbir@node354.igcar.gov.in,Unknown,"-24,332"
2023-05-16,15:17:47,abaqus,kulbir@node354.igcar.gov.in,Unknown,"-24,332"
2023-05-16,15:17:47,standard,kulbir@node354.igcar.gov.in,Unknown,"-24,332"
2023-05-16,15:33:17,abaqus,kulbir@node354.igcar.gov.in,Unknown,"-24,332"
2023-05-16,15:33:17,standard,kulbir@node354.igcar.gov.in,Unknown,"-24,332"
2023-05-16,15:48:47,abaqus,kulbir@node354.igcar.gov.in,Unknown,"-24,332"
2023-05-16,15:48:47,standard,kulbir@node354.igcar.gov.in,Unknown,"-24,332"
2023-05-16,16:04:17,abaqus,kulbir@node354.igcar.gov.in,Unknown,"-24,332"
2023-05-16,16:04:17,standard,kulbir@node354.igcar.gov.in,Unknown,"-24,332"
2023-05-16,16:19:47,abaqus,kulbir@node354.igcar.gov.in,Unknown,"-24,332"
2023-05-16,16:19:47,standard,kulbir@node354.igcar.gov.in,Unknown,"-24,332"
2023-05-16,16:26:43,abaqus,kathirvelan@GWS-9,Unknown,"-24,332"
2023-05-16,16:26:43,cae,kathirvelan@GWS-9,Unknown,"-24,332"
2023-05-16,16:35:17,abaqus,kulbir@node354.igcar.gov.in,Unknown,"-24,332:104"
2023-05-16,16:35:17,standard,kulbir@node354.igcar.gov.in,Unknown,"-24,332:104"
2023-05-16,16:50:47,abaqus,kulbir@node354.igcar.gov.in,Unknown,"-24,332:104"
2023-05-16,16:50:47,standard,kulbir@node354.igcar.gov.in,Unknown,"-24,332:104"
2023-05-16,16:55:12,abaqus,kulbir@node354.igcar.gov.in,Unknown,licenses
2023-05-16,16:55:12,standard,kulbir@node354.igcar.gov.in,Unknown,licenses
2023-05-16,16:55:29,abaqus,kulbir@node354.igcar.gov.in,Unknown,"-24,332"
2023-05-16,16:55:29,standard,kulbir@node354.igcar.gov.in,Unknown,"-24,332"
2023-05-16,16:55:29,abaqus,kulbir@node354.igcar.gov.in,Unknown,licenses
2023-05-16,16:55:29,standard,kulbir@node354.igcar.gov.in,Unknown,licenses
2023-05-16,17:10:59,abaqus,kulbir@node354.igcar.gov.in,Unknown,"-24,332"
2023-05-16,17:10:59,standard,kulbir@node354.igcar.gov.in,Unknown,"-24,332"
2023-05-16,17:26:29,abaqus,kulbir@node354.igcar.gov.in,Unknown,"-24,332"
2023-05-16,17:26:29,standard,kulbir@node354.igcar.gov.in,Unknown,"-24,332"
2023-05-16,17:41:59,abaqus,kulbir@node354.igcar.gov.in,Unknown,"-24,332"
2023-05-16,17:41:59,standard,kulbir@node354.igcar.gov.in,Unknown,"-24,332"
2023-05-16,17:57:28,abaqus,rnikhil@cn7.hpc.igcar.in,Unknown,licenses
2023-05-16,17:57:28,standard,rnikhil@cn7.hpc.igcar.in,Unknown,licenses
2023-05-16,17:57:28,standard,kulbir@node354.igcar.gov.in,Unknown,licenses
2023-05-16,17:57:29,abaqus,kulbir@node354.igcar.gov.in,Unknown,"-24,332"
2023-05-16,17:57:29,standard,kulbir@node354.igcar.gov.in,Unknown,"-24,332"
2023-05-16,18:12:59,abaqus,kulbir@node354.igcar.gov.in,Unknown,"-24,332"
2023-05-16,18:12:59,standard,kulbir@node354.igcar.gov.in,Unknown,"-24,332"
2023-05-16,18:28:29,abaqus,kulbir@node354.igcar.gov.in,Unknown,"-24,332"
2023-05-16,18:28:29,standard,kulbir@node354.igcar.gov.in,Unknown,"-24,332"
2023-05-16,18:43:59,abaqus,kulbir@node354.igcar.gov.in,Unknown,"-24,332"
2023-05-16,18:43:59,standard,kulbir@node354.igcar.gov.in,Unknown,"-24,332"
2023-05-16,18:59:29,abaqus,kulbir@node354.igcar.gov.in,Unknown,"-24,332"
2023-05-16,18:59:29,standard,kulbir@node354.igcar.gov.in,Unknown,"-24,332"
2023-05-16,19:14:59,abaqus,kulbir@node354.igcar.gov.in,Unknown,"-24,332"
2023-05-16,19:14:59,standard,kulbir@node354.igcar.gov.in,Unknown,"-24,332"
2023-05-16,19:30:29,abaqus,kulbir@node354.igcar.gov.in,Unknown,"-24,332"
2023-05-16,19:30:29,standard,kulbir@node354.igcar.gov.in,Unknown,"-24,332"
2023-05-16,19:45:59,abaqus,kulbir@node354.igcar.gov.in,Unknown,"-24,332"
2023-05-16,19:45:59,standard,kulbir@node354.igcar.gov.in,Unknown,"-24,332"
2023-05-16,20:01:29,abaqus,kulbir@node354.igcar.gov.in,Unknown,"-24,332"
2023-05-16,20:01:29,standard,kulbir@node354.igcar.gov.in,Unknown,"-24,332"
2023-05-16,20:16:59,abaqus,kulbir@node354.igcar.gov.in,Unknown,"-24,332"
2023-05-16,20:16:59,standard,kulbir@node354.igcar.gov.in,Unknown,"-24,332"
2023-05-16,20:31:59,abaqus,kulbir@node354.igcar.gov.in,Unknown,"-24,332"
2023-05-16,20:31:59,standard,kulbir@node354.igcar.gov.in,Unknown,"-24,332"
2023-05-16,20:47:29,abaqus,kulbir@node354.igcar.gov.in,Unknown,"-24,332"
2023-05-16,20:47:29,standard,kulbir@node354.igcar.gov.in,Unknown,"-24,332"
2023-05-16,21:02:59,abaqus,kulbir@node354.igcar.gov.in,Unknown,"-24,332"
2023-05-16,21:02:59,standard,kulbir@node354.igcar.gov.in,Unknown,"-24,332"
2023-05-16,21:18:29,abaqus,kulbir@node354.igcar.gov.in,Unknown,"-24,332"
2023-05-16,21:18:29,standard,kulbir@node354.igcar.gov.in,Unknown,"-24,332"
2023-05-16,21:34:00,abaqus,kulbir@node354.igcar.gov.in,Unknown,"-24,332"
2023-05-16,21:34:00,standard,kulbir@node354.igcar.gov.in,Unknown,"-24,332"
2023-05-16,21:49:30,abaqus,kulbir@node354.igcar.gov.in,Unknown,"-24,332"
2023-05-16,21:49:30,standard,kulbir@node354.igcar.gov.in,Unknown,"-24,332"
2023-05-16,22:05:00,abaqus,kulbir@node354.igcar.gov.in,Unknown,"-24,332"
2023-05-16,22:05:00,standard,kulbir@node354.igcar.gov.in,Unknown,"-24,332"
2023-05-16,22:20:30,abaqus,kulbir@node354.igcar.gov.in,Unknown,"-24,332"
2023-05-16,22:20:30,standard,kulbir@node354.igcar.gov.in,Unknown,"-24,332"
2023-05-16,22:36:00,abaqus,kulbir@node354.igcar.gov.in,Unknown,"-24,332"
2023-05-16,22:36:00,standard,kulbir@node354.igcar.gov.in,Unknown,"-24,332"
2023-05-16,22:51:30,abaqus,kulbir@node354.igcar.gov.in,Unknown,"-24,332"
2023-05-16,22:51:30,standard,kulbir@node354.igcar.gov.in,Unknown,"-24,332"
2023-05-16,23:07:00,abaqus,kulbir@node354.igcar.gov.in,Unknown,"-24,332"
2023-05-16,23:07:00,standard,kulbir@node354.igcar.gov.in,Unknown,"-24,332"
2023-05-16,23:22:30,abaqus,kulbir@node354.igcar.gov.in,Unknown,"-24,332"
2023-05-16,23:22:30,standard,kulbir@node354.igcar.gov.in,Unknown,"-24,332"
2023-05-16,23:38:00,abaqus,kulbir@node354.igcar.gov.in,Unknown,"-24,332"
2023-05-16,23:38:00,standard,kulbir@node354.igcar.gov.in,Unknown,"-24,332"
2023-05-16,23:53:30,abaqus,kulbir@node354.igcar.gov.in,Unknown,"-24,332"
2023-05-16,23:53:30,standard,kulbir@node354.igcar.gov.in,Unknown,"-24,332"
2023-05-16,10:05:59,abaqus,prince@GWS-9,Unknown,licenses
2023-05-16,10:05:59,cae,prince@GWS-9,Unknown,licenses
2023-05-16,10:13:39,abaqus,askmanson@node354.igcar.gov.in,Unknown,"-4,342"
2023-05-16,10:13:39,explicit,askmanson@node354.igcar.gov.in,Unknown,"-4,342"
2023-05-16,10:13:39,abaqus,askmanson@node354.igcar.gov.in,Unknown,licenses
2023-05-16,10:13:39,explicit,askmanson@node354.igcar.gov.in,Unknown,licenses
2023-05-16,10:14:53,abaqus,askmanson@node354.igcar.gov.in,Unknown,licenses
2023-05-16,10:14:53,explicit,askmanson@node354.igcar.gov.in,Unknown,licenses
2023-05-16,10:15:54,abaqus,askmanson@node354.igcar.gov.in,Unknown,"-4,342"
2023-05-16,10:15:54,explicit,askmanson@node354.igcar.gov.in,Unknown,"-4,342"
2023-05-16,10:15:54,abaqus,askmanson@node354.igcar.gov.in,Unknown,licenses
2023-05-16,10:15:54,explicit,askmanson@node354.igcar.gov.in,Unknown,licenses
2023-05-16,10:31:24,abaqus,askmanson@node354.igcar.gov.in,Unknown,"-24,332"
2023-05-16,10:31:24,explicit,askmanson@node354.igcar.gov.in,Unknown,"-24,332"
2023-05-16,10:46:54,abaqus,askmanson@node354.igcar.gov.in,Unknown,"-24,332"
2023-05-16,10:46:54,explicit,askmanson@node354.igcar.gov.in,Unknown,"-24,332"
2023-05-16,11:02:24,abaqus,askmanson@node354.igcar.gov.in,Unknown,"-24,332"
2023-05-16,11:02:24,explicit,askmanson@node354.igcar.gov.in,Unknown,"-24,332"
2023-05-16,11:17:54,abaqus,askmanson@node354.igcar.gov.in,Unknown,"-24,332"
2023-05-16,11:17:54,explicit,askmanson@node354.igcar.gov.in,Unknown,"-24,332"
2023-05-16,11:33:24,abaqus,askmanson@node354.igcar.gov.in,Unknown,"-24,332"
2023-05-16,11:33:24,explicit,askmanson@node354.igcar.gov.in,Unknown,"-24,332"
2023-05-16,11:48:54,abaqus,askmanson@node354.igcar.gov.in,Unknown,"-24,332"
2023-05-16,11:48:54,explicit,askmanson@node354.igcar.gov.in,Unknown,"-24,332"
2023-05-16,11:49:24,cae,prince@GWS-9,Unknown,licenses
2023-05-16,11:49:24,abaqus,prince@GWS-9,Unknown,licenses
2023-05-16,12:04:24,abaqus,askmanson@node354.igcar.gov.in,Unknown,"-24,332:104"
2023-05-16,12:04:24,explicit,askmanson@node354.igcar.gov.in,Unknown,"-24,332:104"
2023-05-16,12:19:54,abaqus,askmanson@node354.igcar.gov.in,Unknown,"-24,332:104"
2023-05-16,12:19:54,explicit,askmanson@node354.igcar.gov.in,Unknown,"-24,332:104"
2023-05-16,12:35:24,abaqus,askmanson@node354.igcar.gov.in,Unknown,"-24,332:104"
2023-05-16,12:35:24,explicit,askmanson@node354.igcar.gov.in,Unknown,"-24,332:104"
2023-05-17,12:50:54,abaqus,askmanson@node354.igcar.gov.in,Unknown,"-24,332:104"
2023-05-17,12:50:54,explicit,askmanson@node354.igcar.gov.in,Unknown,"-24,332:104"
2023-05-17,13:06:24,abaqus,askmanson@node354.igcar.gov.in,Unknown,"-24,332:104"
2023-05-17,13:06:24,explicit,askmanson@node354.igcar.gov.in,Unknown,"-24,332:104"
2023-05-17,13:21:54,abaqus,askmanson@node354.igcar.gov.in,Unknown,"-24,332:104"
2023-05-17,13:21:54,explicit,askmanson@node354.igcar.gov.in,Unknown,"-24,332:104"
2023-05-17,13:37:24,abaqus,askmanson@node354.igcar.gov.in,Unknown,"-24,332:104"
2023-05-17,13:37:24,explicit,askmanson@node354.igcar.gov.in,Unknown,"-24,332:104"
2023-05-17,13:52:54,abaqus,askmanson@node354.igcar.gov.in,Unknown,"-24,332:104"
2023-05-17,13:52:54,explicit,askmanson@node354.igcar.gov.in,Unknown,"-24,332:104"
2023-05-17,14:08:24,abaqus,askmanson@node354.igcar.gov.in,Unknown,"-24,332:104"
2023-05-17,14:08:24,explicit,askmanson@node354.igcar.gov.in,Unknown,"-24,332:104"
2023-05-17,14:23:54,abaqus,askmanson@node354.igcar.gov.in,Unknown,"-24,332:104"
2023-05-17,14:23:54,explicit,askmanson@node354.igcar.gov.in,Unknown,"-24,332:104"
2023-05-17,14:39:24,abaqus,askmanson@node354.igcar.gov.in,Unknown,"-24,332:104"
2023-05-17,14:39:24,explicit,askmanson@node354.igcar.gov.in,Unknown,"-24,332:104"
2023-05-17,14:54:54,abaqus,askmanson@node354.igcar.gov.in,Unknown,"-24,332:104"
2023-05-17,14:54:54,explicit,askmanson@node354.igcar.gov.in,Unknown,"-24,332:104"
2023-05-17,15:10:24,abaqus,askmanson@node354.igcar.gov.in,Unknown,"-24,332:104"
2023-05-17,15:10:24,explicit,askmanson@node354.igcar.gov.in,Unknown,"-24,332:104"
2023-05-17,15:25:54,abaqus,askmanson@node354.igcar.gov.in,Unknown,"-24,332:104"
2023-05-17,15:25:54,explicit,askmanson@node354.igcar.gov.in,Unknown,"-24,332:104"
2023-05-17,15:41:25,abaqus,askmanson@node354.igcar.gov.in,Unknown,"-24,332:104"
2023-05-17,15:41:25,explicit,askmanson@node354.igcar.gov.in,Unknown,"-24,332:104"
2023-05-17,15:56:25,abaqus,askmanson@node354.igcar.gov.in,Unknown,"-24,332:104"
2023-05-17,15:56:25,explicit,askmanson@node354.igcar.gov.in,Unknown,"-24,332:104"
2023-05-17,16:11:55,abaqus,askmanson@node354.igcar.gov.in,Unknown,"-24,332:104"
2023-05-17,16:11:55,explicit,askmanson@node354.igcar.gov.in,Unknown,"-24,332:104"
2023-05-17,16:27:25,abaqus,askmanson@node354.igcar.gov.in,Unknown,"-24,332:104"
2023-05-17,16:27:25,explicit,askmanson@node354.igcar.gov.in,Unknown,"-24,332:104"
2023-05-17,16:42:55,abaqus,askmanson@node354.igcar.gov.in,Unknown,"-24,332:104"
2023-05-17,16:42:55,explicit,askmanson@node354.igcar.gov.in,Unknown,"-24,332:104"
2023-05-17,16:57:54,gateway,(PORT_AT_HOST_PLUS,Unknown,"-18,327:104"
2023-05-17,16:57:54,gateway,(PORT_AT_HOST_PLUS,Unknown,"-18,327:104"
2023-05-17,16:58:25,abaqus,askmanson@node354.igcar.gov.in,Unknown,"-24,332:104"
2023-05-17,16:58:25,explicit,askmanson@node354.igcar.gov.in,Unknown,"-24,332:104"
2023-05-17,16:59:14,abaqus,kathirvelan@GWS-9,Unknown,"-24,332:104"
2023-05-17,16:59:14,cae,kathirvelan@GWS-9,Unknown,"-24,332:104"
2023-05-17,17:13:55,abaqus,askmanson@node354.igcar.gov.in,Unknown,"-24,332:104"
2023-05-17,17:13:55,explicit,askmanson@node354.igcar.gov.in,Unknown,"-24,332:104"
2023-05-17,17:29:25,abaqus,askmanson@node354.igcar.gov.in,Unknown,"-24,332:104"
2023-05-17,17:29:25,explicit,askmanson@node354.igcar.gov.in,Unknown,"-24,332:104"
2023-05-17,17:44:55,abaqus,askmanson@node354.igcar.gov.in,Unknown,"-24,332:104"
2023-05-17,17:44:55,explicit,askmanson@node354.igcar.gov.in,Unknown,"-24,332:104"
2023-05-17,18:00:25,abaqus,askmanson@node354.igcar.gov.in,Unknown,"-24,332:104"
2023-05-17,18:00:25,explicit,askmanson@node354.igcar.gov.in,Unknown,"-24,332:104"
2023-05-17,18:15:55,abaqus,askmanson@node354.igcar.gov.in,Unknown,"-24,332:104"
2023-05-17,18:15:55,explicit,askmanson@node354.igcar.gov.in,Unknown,"-24,332:104"
2023-05-17,18:31:25,abaqus,askmanson@node354.igcar.gov.in,Unknown,"-24,332:104"
2023-05-17,18:31:25,explicit,askmanson@node354.igcar.gov.in,Unknown,"-24,332:104"
2023-05-17,18:46:55,abaqus,askmanson@node354.igcar.gov.in,Unknown,"-24,332:104"
2023-05-17,18:46:55,explicit,askmanson@node354.igcar.gov.in,Unknown,"-24,332:104"
2023-05-17,19:02:25,abaqus,askmanson@node354.igcar.gov.in,Unknown,"-24,332:104"
2023-05-17,19:02:25,explicit,askmanson@node354.igcar.gov.in,Unknown,"-24,332:104"
2023-05-17,19:17:55,abaqus,askmanson@node354.igcar.gov.in,Unknown,"-24,332:104"
2023-05-17,19:17:55,explicit,askmanson@node354.igcar.gov.in,Unknown,"-24,332:104"
2023-05-17,19:33:25,abaqus,askmanson@node354.igcar.gov.in,Unknown,"-24,332:104"
2023-05-17,19:33:25,explicit,askmanson@node354.igcar.gov.in,Unknown,"-24,332:104"
2023-05-17,19:48:55,abaqus,askmanson@node354.igcar.gov.in,Unknown,"-24,332:104"
2023-05-17,19:48:55,explicit,askmanson@node354.igcar.gov.in,Unknown,"-24,332:104"
2023-05-17,20:04:25,abaqus,askmanson@node354.igcar.gov.in,Unknown,"-24,332:104"
2023-05-17,20:04:25,explicit,askmanson@node354.igcar.gov.in,Unknown,"-24,332:104"
2023-05-17,20:19:55,abaqus,askmanson@node354.igcar.gov.in,Unknown,"-24,332:104"
2023-05-17,20:19:55,explicit,askmanson@node354.igcar.gov.in,Unknown,"-24,332:104"
2023-05-17,20:35:25,abaqus,askmanson@node354.igcar.gov.in,Unknown,"-24,332:104"
2023-05-17,20:35:25,explicit,askmanson@node354.igcar.gov.in,Unknown,"-24,332:104"
2023-05-17,20:50:55,abaqus,askmanson@node354.igcar.gov.in,Unknown,"-24,332:104"
2023-05-17,20:50:55,explicit,askmanson@node354.igcar.gov.in,Unknown,"-24,332:104"
2023-05-17,21:06:25,abaqus,askmanson@node354.igcar.gov.in,Unknown,"-24,332:104"
2023-05-17,21:06:25,explicit,askmanson@node354.igcar.gov.in,Unknown,"-24,332:104"
2023-05-17,21:21:55,abaqus,askmanson@node354.igcar.gov.in,Unknown,"-24,332:104"
2023-05-17,21:21:55,explicit,askmanson@node354.igcar.gov.in,Unknown,"-24,332:104"
2023-05-17,21:37:25,abaqus,askmanson@node354.igcar.gov.in,Unknown,"-24,332:104"
2023-05-17,21:37:25,explicit,askmanson@node354.igcar.gov.in,Unknown,"-24,332:104"
2023-05-17,21:52:55,abaqus,askmanson@node354.igcar.gov.in,Unknown,"-24,332:104"
2023-05-17,21:52:55,explicit,askmanson@node354.igcar.gov.in,Unknown,"-24,332:104"
2023-05-17,22:08:25,abaqus,askmanson@node354.igcar.gov.in,Unknown,"-24,332:104"
2023-05-17,22:08:25,explicit,askmanson@node354.igcar.gov.in,Unknown,"-24,332:104"
2023-05-17,22:23:55,abaqus,askmanson@node354.igcar.gov.in,Unknown,"-24,332:104"
2023-05-17,22:23:55,explicit,askmanson@node354.igcar.gov.in,Unknown,"-24,332:104"
2023-05-17,22:39:25,abaqus,askmanson@node354.igcar.gov.in,Unknown,"-24,332:104"
2023-05-17,22:39:25,explicit,askmanson@node354.igcar.gov.in,Unknown,"-24,332:104"
2023-05-17,22:54:55,abaqus,askmanson@node354.igcar.gov.in,Unknown,"-24,332:104"
2023-05-17,22:54:55,explicit,askmanson@node354.igcar.gov.in,Unknown,"-24,332:104"
2023-05-17,23:10:25,abaqus,askmanson@node354.igcar.gov.in,Unknown,"-24,332:104"
2023-05-17,23:10:25,explicit,askmanson@node354.igcar.gov.in,Unknown,"-24,332:104"
2023-05-17,23:25:55,abaqus,askmanson@node354.igcar.gov.in,Unknown,"-24,332:104"
2023-05-17,23:25:55,explicit,askmanson@node354.igcar.gov.in,Unknown,"-24,332:104"
2023-05-17,23:41:25,abaqus,askmanson@node354.igcar.gov.in,Unknown,"-24,332:104"
2023-05-17,23:41:25,explicit,askmanson@node354.igcar.gov.in,Unknown,"-24,332:104"
2023-05-17,23:56:55,abaqus,askmanson@node354.igcar.gov.in,Unknown,"-24,332:104"
2023-05-17,23:56:55,explicit,askmanson@node354.igcar.gov.in,Unknown,"-24,332:104"
2023-05-17,10:26:11,cae,prince@GWS-9,Unknown,licenses
2023-05-17,10:26:11,abaqus,prince@GWS-9,Unknown,licenses
2023-05-17,10:37:26,abaqus,prince@GWS-9,Unknown,licenses
2023-05-17,10:37:26,cae,prince@GWS-9,Unknown,licenses
2023-05-17,11:39:58,cae,prince@GWS-9,Unknown,licenses
2023-05-17,11:39:58,abaqus,prince@GWS-9,Unknown,licenses
2023-05-17,11:40:48,abaqus,prince@GWS-9,Unknown,licenses
2023-05-17,11:40:48,cae,prince@GWS-9,Unknown,licenses
2023-05-17,12:43:20,cae,prince@GWS-9,Unknown,licenses
2023-05-17,12:43:20,abaqus,prince@GWS-9,Unknown,licenses
2023-05-18,12:52:18,abaqus,prince@GWS-9,Unknown,licenses
2023-05-18,12:52:18,cae,prince@GWS-9,Unknown,licenses
2023-05-18,14:25:36,abaqus,kulbir@node356.igcar.gov.in,Unknown,licenses
2023-05-18,14:25:36,standard,kulbir@node356.igcar.gov.in,Unknown,licenses
2023-05-18,14:25:36,parallel,kulbir@node356.igcar.gov.in,Unknown,licenses
2023-05-18,14:32:39,standard,kulbir@node356.igcar.gov.in,Unknown,licenses
2023-05-18,14:32:39,abaqus,kulbir@node356.igcar.gov.in,Unknown,licenses
2023-05-18,14:32:39,parallel,kulbir@node356.igcar.gov.in,Unknown,licenses
2023-05-18,15:20:04,abaqus,kulbir@node356.igcar.gov.in,Unknown,licenses
2023-05-18,15:20:04,standard,kulbir@node356.igcar.gov.in,Unknown,licenses
2023-05-18,15:20:04,parallel,kulbir@node356.igcar.gov.in,Unknown,licenses
2023-05-18,15:33:28,standard,kulbir@node356.igcar.gov.in,Unknown,licenses
2023-05-18,15:33:28,abaqus,kulbir@node356.igcar.gov.in,Unknown,licenses
2023-05-18,15:33:28,parallel,kulbir@node356.igcar.gov.in,Unknown,licenses
2023-05-18,15:33:49,abaqus,kulbir@node356.igcar.gov.in,Unknown,licenses
2023-05-18,15:33:49,standard,kulbir@node356.igcar.gov.in,Unknown,licenses
2023-05-18,15:33:49,parallel,kulbir@node356.igcar.gov.in,Unknown,licenses
2023-05-18,16:30:06,abaqus,prince@GWS-9,Unknown,licenses
2023-05-18,16:30:06,standard,prince@GWS-9,Unknown,licenses
2023-05-18,16:30:15,standard,prince@GWS-9,Unknown,licenses
2023-05-18,16:30:15,abaqus,prince@GWS-9,Unknown,licenses
2023-05-18,16:40:36,abaqus,kathirvelan@GWS-10,Unknown,licenses
2023-05-18,16:40:36,cae,kathirvelan@GWS-10,Unknown,licenses
2023-05-18,17:33:06,abaqus,kulbir@node356.igcar.gov.in,Unknown,licenses
2023-05-18,17:33:06,parallel,kulbir@node356.igcar.gov.in,Unknown,licenses
2023-05-18,17:33:06,standard,kulbir@node356.igcar.gov.in,Unknown,licenses
2023-05-18,17:36:51,abaqus,kulbir@node356.igcar.gov.in,Unknown,licenses
2023-05-18,17:36:51,standard,kulbir@node356.igcar.gov.in,Unknown,licenses
2023-05-18,17:36:52,parallel,kulbir@node356.igcar.gov.in,Unknown,licenses
