0,TIME,SOFTWARE,STATUS,FEATURE,USER_MACHINE,LICENSES
925,11:00:51,(ABAQUSLM),DENIED:,cae,kulbir@GWS-17,(Users
926,11:00:51,(ABAQUSLM),DENIED:,abaqus,kulbir@GWS-17,(4
927,11:00:51,(ABAQUSLM),DENIED:,cae,kulbir@GWS-17,(Users
928,11:00:51,(ABAQUSLM),DENIED:,abaqus,kulbir@GWS-17,(4
929,11:00:51,(ABAQUSLM),DENIED:,cae,kulbir@GWS-17,(Users
930,11:00:51,(ABAQUSLM),DENIED:,abaqus,kulbir@GWS-17,(4
931,11:00:51,(ABAQUSLM),DENIED:,cae,kulbir@GWS-17,(Users
932,11:00:51,(ABAQUSLM),DENIED:,abaqus,kulbir@GWS-17,(4
933,11:00:51,(ABAQUSLM),DENIED:,cae,kulbir@GWS-17,(Users
934,11:00:51,(ABAQUSLM),DENIED:,abaqus,kulbir@GWS-17,(4
935,11:00:51,(ABAQUSLM),DENIED:,cae,kulbir@GWS-17,(Users
936,11:00:51,(ABAQUSLM),DENIED:,abaqus,kulbir@GWS-17,(4
937,11:00:51,(ABAQUSLM),DENIED:,cae,kulbir@GWS-17,(Users
938,11:00:51,(ABAQUSLM),DENIED:,abaqus,kulbir@GWS-17,(4
939,11:00:51,(ABAQUSLM),DENIED:,cae,kulbir@GWS-17,(Users
940,11:00:52,(ABAQUSLM),DENIED:,abaqus,kulbir@GWS-17,(4
941,11:00:52,(ABAQUSLM),DENIED:,cae,kulbir@GWS-17,(Users
942,11:00:52,(ABAQUSLM),DENIED:,abaqus,kulbir@GWS-17,(4
943,11:00:52,(ABAQUSLM),DENIED:,cae,kulbir@GWS-17,(Users
944,11:00:53,(ABAQUSLM),DENIED:,abaqus,kulbir@GWS-17,(4
945,11:00:53,(ABAQUSLM),DENIED:,cae,kulbir@GWS-17,(Users
946,11:00:53,(ABAQUSLM),DENIED:,abaqus,kulbir@GWS-17,(4
947,11:00:53,(ABAQUSLM),DENIED:,cae,kulbir@GWS-17,(Users
948,11:00:53,(ABAQUSLM),DENIED:,abaqus,kulbir@GWS-17,(4
949,11:00:53,(ABAQUSLM),DENIED:,cae,kulbir@GWS-17,(Users
950,11:00:53,(ABAQUSLM),DENIED:,abaqus,kulbir@GWS-17,(4
951,11:00:53,(ABAQUSLM),DENIED:,cae,kulbir@GWS-17,(Users
952,11:01:06,(ABAQUSLM),DENIED:,abaqus,kulbir@node353.igcar.gov.in,(30
953,11:01:06,(ABAQUSLM),DENIED:,standard,kulbir@node353.igcar.gov.in,(30
954,11:01:52,(ABAQUSLM),DENIED:,abaqus,kulbir@GWS-17,(4
955,11:01:52,(ABAQUSLM),DENIED:,cae,kulbir@GWS-17,(Users
956,11:01:52,(ABAQUSLM),DENIED:,abaqus,kulbir@GWS-17,(4
957,11:01:52,(ABAQUSLM),DENIED:,cae,kulbir@GWS-17,(Users
958,11:01:52,(ABAQUSLM),DENIED:,abaqus,kulbir@GWS-17,(4
959,11:01:52,(ABAQUSLM),DENIED:,cae,kulbir@GWS-17,(Users
960,11:01:52,(ABAQUSLM),DENIED:,abaqus,kulbir@GWS-17,(4
961,11:01:52,(ABAQUSLM),DENIED:,cae,kulbir@GWS-17,(Users
962,11:01:52,(ABAQUSLM),DENIED:,abaqus,kulbir@GWS-17,(4
963,11:01:52,(ABAQUSLM),DENIED:,cae,kulbir@GWS-17,(Users
964,11:01:52,(ABAQUSLM),DENIED:,abaqus,kulbir@GWS-17,(4
965,11:01:52,(ABAQUSLM),DENIED:,cae,kulbir@GWS-17,(Users
966,11:01:52,(ABAQUSLM),DENIED:,abaqus,kulbir@GWS-17,(4
967,11:01:52,(ABAQUSLM),DENIED:,cae,kulbir@GWS-17,(Users
968,11:01:52,(ABAQUSLM),DENIED:,abaqus,kulbir@GWS-17,(4
969,11:01:52,(ABAQUSLM),DENIED:,cae,kulbir@GWS-17,(Users
970,11:01:52,(ABAQUSLM),DENIED:,abaqus,kulbir@GWS-17,(4
971,11:01:52,(ABAQUSLM),DENIED:,cae,kulbir@GWS-17,(Users
972,11:01:52,(ABAQUSLM),DENIED:,abaqus,kulbir@GWS-17,(4
973,11:01:52,(ABAQUSLM),DENIED:,cae,kulbir@GWS-17,(Users
974,11:01:53,(ABAQUSLM),DENIED:,abaqus,kulbir@GWS-17,(4
975,11:01:53,(ABAQUSLM),DENIED:,cae,kulbir@GWS-17,(Users
976,11:01:53,(ABAQUSLM),DENIED:,abaqus,kulbir@GWS-17,(4
977,11:01:53,(ABAQUSLM),DENIED:,cae,kulbir@GWS-17,(Users
978,11:02:05,(ABAQUSLM),DEQUEUED:,abaqus,kulbir@node353.igcar.gov.in,(30
979,11:02:05,(ABAQUSLM),DEQUEUED:,standard,kulbir@node353.igcar.gov.in,(30
980,11:02:11,(ABAQUSLM),OUT:,abaqus,kulbir@GWS-17,(4
981,11:02:11,(ABAQUSLM),OUT:,cae,kulbir@GWS-17,(4
982,11:02:12,(ABAQUSLM),1683523950/0/6.19-1/0/64/4,42/4/cae/63084/kulbir/unknown/GWS-17,,
983,11:09:54,(ABAQUSLM),DENIED:,abaqus,kulbir@node353.igcar.gov.in,(30
984,11:09:54,(ABAQUSLM),DENIED:,standard,kulbir@node353.igcar.gov.in,(30
985,11:09:54,(ABAQUSLM),QUEUED:,abaqus,kulbir@node353.igcar.gov.in,(30
986,11:09:54,(ABAQUSLM),QUEUED:,standard,kulbir@node353.igcar.gov.in,(30
987,11:12:22,(ABAQUSLM),IN:,abaqus,kulbir@GWS-17,(4
988,11:12:22,(ABAQUSLM),IN:,cae,kulbir@GWS-17,(4
989,11:13:28,(ABAQUSLM),DENIED:,abaqus,kulbir@GWS-7,(4
990,11:13:28,(ABAQUSLM),DENIED:,cae,kulbir@GWS-7,(Users
991,11:14:00,(ABAQUSLM),DENIED:,abaqus,kulbir@GWS-7,(4
992,11:14:00,(ABAQUSLM),DENIED:,cae,kulbir@GWS-7,(Users
993,11:14:11,(ABAQUSLM),DENIED:,abaqus,kulbir@GWS-7,(4
994,11:14:11,(ABAQUSLM),DENIED:,cae,kulbir@GWS-7,(Users
995,11:14:19,(ABAQUSLM),DENIED:,abaqus,kulbir@GWS-7,(4
996,11:14:19,(ABAQUSLM),DENIED:,cae,kulbir@GWS-7,(Users
997,11:14:26,(ABAQUSLM),DENIED:,abaqus,kulbir@GWS-7,(4
998,11:14:26,(ABAQUSLM),DENIED:,cae,kulbir@GWS-7,(Users
999,11:15:39,(ABAQUSLM),DENIED:,abaqus,kulbir@GWS-7,(4
1000,11:15:39,(ABAQUSLM),DENIED:,cae,kulbir@GWS-7,(Users
1001,11:15:49,(ABAQUSLM),DENIED:,abaqus,kulbir@GWS-7,(4
1002,11:15:49,(ABAQUSLM),DENIED:,cae,kulbir@GWS-7,(Users
1003,11:16:05,(ABAQUSLM),DENIED:,abaqus,kulbir@GWS-7,(4
1004,11:16:05,(ABAQUSLM),DENIED:,cae,kulbir@GWS-7,(Users
1005,11:16:17,(ABAQUSLM),DENIED:,abaqus,kulbir@GWS-7,(4
1006,11:16:17,(ABAQUSLM),DENIED:,cae,kulbir@GWS-7,(Users
1007,11:22:19,(ABAQUSLM),DENIED:,abaqus,kulbir@GWS-7,(4
1008,11:22:19,(ABAQUSLM),DENIED:,cae,kulbir@GWS-7,(Users
1009,11:23:13,(ABAQUSLM),DENIED:,abaqus,kulbir@GWS-7,(4
1010,11:23:13,(ABAQUSLM),DENIED:,cae,kulbir@GWS-7,(Users
1011,11:25:25,(ABAQUSLM),DENIED:,abaqus,kulbir@node353.igcar.gov.in,(30
1012,11:25:25,(ABAQUSLM),DENIED:,standard,kulbir@node353.igcar.gov.in,(30
1013,11:26:21,(ABAQUSLM),DENIED:,abaqus,kulbir@GWS-7,(4
1014,11:26:21,(ABAQUSLM),DENIED:,cae,kulbir@GWS-7,(Users
1015,11:28:11,(ABAQUSLM),DENIED:,abaqus,kulbir@GWS-7,(4
1016,11:28:11,(ABAQUSLM),DENIED:,cae,kulbir@GWS-7,(Users
1017,11:40:55,(ABAQUSLM),DENIED:,abaqus,kulbir@node353.igcar.gov.in,(30
1018,11:40:55,(ABAQUSLM),DENIED:,standard,kulbir@node353.igcar.gov.in,(30
1019,11:52:03,(ABAQUSLM),1683530377/1/6.17-1/30/sta_par/1894/kulbir/unknown/node350.igcar.gov.in,,,
1020,11:52:03,(ABAQUSLM),IN:,standard,kulbir@node350.igcar.gov.in,(30
1021,11:52:03,(ABAQUSLM),OUT:,standard,kulbir@node353.igcar.gov.in,(30
1022,11:52:03,(ABAQUSLM),IN:,abaqus,kulbir@node350.igcar.gov.in,(30
1023,11:52:03,(ABAQUSLM),OUT:,abaqus,kulbir@node353.igcar.gov.in,(30
1024,11:52:03,(ABAQUSLM),IN:,parallel,kulbir@node350.igcar.gov.in,(72
1025,11:52:25,(ABAQUSLM),OUT:,parallel,kulbir@node353.igcar.gov.in,(72
1026,11:52:25,(ABAQUSLM),1683530400/0/6.17-1/0/64/38,38/30/sta_par/32126/kulbir/unknown/node353.igcar.gov.in,,
1027,12:49:27,(lmgrd),TIMESTAMP,5/8/2023,,
1028,15:58:27,(ABAQUSLM),DENIED:,abaqus,kulbir@node356.igcar.gov.in,(30
1029,15:58:27,(ABAQUSLM),DENIED:,standard,kulbir@node356.igcar.gov.in,(30
1030,15:58:27,(ABAQUSLM),QUEUED:,abaqus,kulbir@node356.igcar.gov.in,(30
1031,15:58:27,(ABAQUSLM),QUEUED:,standard,kulbir@node356.igcar.gov.in,(30
1032,15:58:28,(ABAQUSLM),IN:,abaqus,kulbir@node353.igcar.gov.in,(30
1033,15:58:28,(ABAQUSLM),OUT:,abaqus,kulbir@node356.igcar.gov.in,(30
1034,15:58:28,(ABAQUSLM),IN:,parallel,kulbir@node353.igcar.gov.in,(72
1035,15:58:28,(ABAQUSLM),IN:,standard,kulbir@node353.igcar.gov.in,(30
1036,15:58:28,(ABAQUSLM),OUT:,standard,kulbir@node356.igcar.gov.in,(30
1037,15:58:57,(ABAQUSLM),OUT:,parallel,kulbir@node356.igcar.gov.in,(72
1038,15:58:57,(ABAQUSLM),IN:,standard,kulbir@node356.igcar.gov.in,(30
1039,15:58:57,(ABAQUSLM),IN:,abaqus,kulbir@node356.igcar.gov.in,(30
1040,15:58:57,(ABAQUSLM),IN:,parallel,kulbir@node356.igcar.gov.in,(72
1041,15:59:39,(ABAQUSLM),OUT:,abaqus,kulbir@node348.igcar.gov.in,(30
1042,15:59:39,(ABAQUSLM),OUT:,standard,kulbir@node348.igcar.gov.in,(30
1043,15:59:39,(ABAQUSLM),OUT:,parallel,kulbir@node348.igcar.gov.in,(72
1044,15:59:39,(ABAQUSLM),1683545234/0/6.17-1/0/64/38,38/30/sta_par/6663/kulbir/unknown/node348.igcar.gov.in,,
1045,16:10:16,(ABAQUSLM),TIMESTAMP,5/8/2023,,
1046,17:22:31,(ABAQUSLM),OUT:,abaqus,kathirvelan@GWS-9,(4
1047,17:22:31,(ABAQUSLM),OUT:,cae,kathirvelan@GWS-9,(4
1048,17:22:31,(ABAQUSLM),1683546766/0/6.19-1/0/64/4,42/4/cae/97504/kathirvelan/unknown/GWS-9,,
1049,17:37:09,(ABAQUSLM),OUT:,abaqus,kathirvelan@GWS-9,(10
1050,17:37:09,(ABAQUSLM),OUT:,standard,kathirvelan@GWS-9,(10
1051,17:37:09,(ABAQUSLM),OUT:,parallel,kathirvelan@GWS-9,(6
1052,17:37:09,(ABAQUSLM),1683547644/0/6.19-1/0/64/48,52/10/sta_par/97128/kathirvelan/unknown/GWS-9,,
1053,17:46:05,(ABAQUSLM),IN:,abaqus,kulbir@node348.igcar.gov.in,(30
1054,17:46:05,(ABAQUSLM),IN:,parallel,kulbir@node348.igcar.gov.in,(72
1055,17:46:05,(ABAQUSLM),IN:,standard,kulbir@node348.igcar.gov.in,(30
1056,17:46:42,(ABAQUSLM),OUT:,abaqus,kulbir@node348.igcar.gov.in,(34
1057,17:46:42,(ABAQUSLM),OUT:,standard,kulbir@node348.igcar.gov.in,(34
1058,17:46:42,(ABAQUSLM),OUT:,parallel,kulbir@node348.igcar.gov.in,(96
1059,17:46:42,(ABAQUSLM),1683551656/0/6.17-1/0/64/52,56/34/sta_par/6044/kulbir/unknown/node348.igcar.gov.in,,
1060,18:16:33,(ABAQUSLM),1683550008/1/6.19-1/4/cae/97504/kathirvelan/unknown/GWS-9,,,
1061,18:16:33,(ABAQUSLM),IN:,cae,kathirvelan@GWS-9,(4
1062,18:16:33,(ABAQUSLM),IN:,abaqus,kathirvelan@GWS-9,(4
1063,18:16:45,(ABAQUSLM),OUT:,abaqus,kathirvelan@GWS-9,(4
1064,18:16:45,(ABAQUSLM),OUT:,cae,kathirvelan@GWS-9,(4
1065,18:16:45,(ABAQUSLM),1683550020/0/6.19-1/0/64/4,56/4/cae/96788/kathirvelan/unknown/GWS-9,,
1066,18:19:56,(ABAQUSLM),1683550211/1/6.19-1/4/cae/96788/kathirvelan/unknown/GWS-9,,,
1067,18:19:56,(ABAQUSLM),IN:,cae,kathirvelan@GWS-9,(4
1068,18:19:56,(ABAQUSLM),IN:,abaqus,kathirvelan@GWS-9,(4
1069,18:44:58,(ABAQUSLM),1683551714/1/6.19-1/10/sta_par/97128/kathirvelan/unknown/GWS-9,,,
1070,18:44:59,(ABAQUSLM),IN:,standard,kathirvelan@GWS-9,(10
1071,18:44:59,(ABAQUSLM),IN:,abaqus,kathirvelan@GWS-9,(10
1072,18:44:59,(ABAQUSLM),IN:,parallel,kathirvelan@GWS-9,(6
1073,18:49:27,(lmgrd),TIMESTAMP,5/8/2023,,
1074,22:15:16,(ABAQUSLM),TIMESTAMP,5/8/2023,,
1075,0:49:27,(lmgrd),TIMESTAMP,5/9/2023,,
1076,4:20:17,(ABAQUSLM),TIMESTAMP,5/9/2023,,
1077,6:49:27,(lmgrd),TIMESTAMP,5/9/2023,,
1078,9:16:19,(ABAQUSLM),OUT:,abaqus,kathirvelan@GWS-9,(4
1079,9:16:19,(ABAQUSLM),OUT:,cae,kathirvelan@GWS-9,(4
1080,9:16:19,(ABAQUSLM),1683603990/0/6.19-1/0/64/4,46/4/cae/104268/kathirvelan/unknown/GWS-9,,
1081,9:25:15,(ABAQUSLM),1683604526/1/6.19-1/4/cae/104268/kathirvelan/unknown/GWS-9,,,
1082,9:25:15,(ABAQUSLM),IN:,cae,kathirvelan@GWS-9,(4
1083,9:25:15,(ABAQUSLM),IN:,abaqus,kathirvelan@GWS-9,(4
1084,9:25:22,(ABAQUSLM),OUT:,abaqus,kathirvelan@GWS-9,(4
1085,9:25:22,(ABAQUSLM),OUT:,cae,kathirvelan@GWS-9,(4
1086,9:25:22,(ABAQUSLM),1683604533/0/6.19-1/0/64/4,46/4/cae/84732/kathirvelan/unknown/GWS-9,,
1087,9:27:02,(ABAQUSLM),OUT:,abaqus,kathirvelan@GWS-9,(8
1088,9:27:02,(ABAQUSLM),OUT:,standard,kathirvelan@GWS-9,(8
1089,9:27:02,(ABAQUSLM),OUT:,parallel,kathirvelan@GWS-9,(4
1090,9:27:02,(ABAQUSLM),1683604633/0/6.19-1/0/64/50,54/8/sta_par/52052/kathirvelan/unknown/GWS-9,,
1091,9:31:13,(ABAQUSLM),1683604883/1/6.19-1/4/cae/84732/kathirvelan/unknown/GWS-9,,,
1092,9:31:13,(ABAQUSLM),IN:,cae,kathirvelan@GWS-9,(4
1093,9:31:13,(ABAQUSLM),IN:,abaqus,kathirvelan@GWS-9,(4
1094,10:13:35,(ABAQUSLM),OUT:,abaqus,kulbir@GWS-9,(4
1095,10:13:35,(ABAQUSLM),OUT:,cae,kulbir@GWS-9,(4
1096,10:13:35,(ABAQUSLM),1683607425/0/6.19-1/0/64/4,54/4/cae/89020/kulbir/unknown/GWS-9,,
1097,10:25:18,(ABAQUSLM),TIMESTAMP,5/9/2023,,
1098,10:34:41,(ABAQUSLM),1683608692/1/6.19-1/8/sta_par/52052/kathirvelan/unknown/GWS-9,,,
1099,10:34:41,(ABAQUSLM),IN:,standard,kathirvelan@GWS-9,(8
1100,10:34:41,(ABAQUSLM),IN:,abaqus,kathirvelan@GWS-9,(8
1101,10:34:41,(ABAQUSLM),IN:,parallel,kathirvelan@GWS-9,(4
1102,11:53:38,(ABAQUSLM),1683613429/1/6.19-1/4/cae/89020/kulbir/unknown/GWS-9,,,
1103,11:53:38,(ABAQUSLM),IN:,cae,kulbir@GWS-9,(4
1104,11:53:38,(ABAQUSLM),IN:,abaqus,kulbir@GWS-9,(4
1105,11:56:53,(ABAQUSLM),OUT:,abaqus,kulbir@GWS-17,(4
1106,11:56:53,(ABAQUSLM),OUT:,cae,kulbir@GWS-17,(4
1107,11:56:53,(ABAQUSLM),1683613626/0/6.19-1/0/64/4,46/4/cae/58984/kulbir/unknown/GWS-17,,
1108,12:03:17,(ABAQUSLM),OUT:,abaqus,kulbir@GWS-17,(4
1109,12:03:17,(ABAQUSLM),OUT:,cae,kulbir@GWS-17,(4
1110,12:03:18,(ABAQUSLM),1683614011/0/6.19-1/0/64/8,50/4/cae/34660/kulbir/unknown/GWS-17,,
1111,12:17:22,(ABAQUSLM),1683614855/1/6.19-1/4/cae/58984/kulbir/unknown/GWS-17,,,
1112,12:17:22,(ABAQUSLM),IN:,cae,kulbir@GWS-17,(4
1113,12:17:22,(ABAQUSLM),IN:,abaqus,kulbir@GWS-17,(4
1114,12:49:27,(lmgrd),TIMESTAMP,5/9/2023,,
1115,12:50:33,(ABAQUSLM),1683616846/1/6.19-1/4/cae/34660/kulbir/unknown/GWS-17,,,
1116,12:50:33,(ABAQUSLM),IN:,cae,kulbir@GWS-17,(4
1117,12:50:33,(ABAQUSLM),IN:,abaqus,kulbir@GWS-17,(4
1118,16:30:18,(ABAQUSLM),TIMESTAMP,5/9/2023,,
1119,18:49:27,(lmgrd),TIMESTAMP,5/9/2023,,
1120,22:35:21,(ABAQUSLM),TIMESTAMP,5/9/2023,,
1121,0:49:27,(lmgrd),TIMESTAMP,5/10/2023,,
1122,4:40:25,(ABAQUSLM),TIMESTAMP,5/10/2023,,
1123,6:49:27,(lmgrd),TIMESTAMP,5/10/2023,,
1124,9:24:54,(ABAQUSLM),OUT:,abaqus,david@head1.igcar.gov.in,(4
1125,9:24:54,(ABAQUSLM),OUT:,cae,david@head1.igcar.gov.in,(4
1126,9:24:54,(ABAQUSLM),1683694348/0/6.17-1/0/64/4,46/4/cae/40087/david/unknown/head1.igcar.gov.in,,
1127,9:33:32,(ABAQUSLM),1683694866/1/6.17-1/4/cae/40087/david/unknown/head1.igcar.gov.in,,,
1128,9:33:32,(ABAQUSLM),IN:,cae,david@head1.igcar.gov.in,(4
1129,9:33:32,(ABAQUSLM),IN:,abaqus,david@head1.igcar.gov.in,(4
1130,10:45:27,(ABAQUSLM),TIMESTAMP,5/10/2023,,
1131,12:49:27,(lmgrd),TIMESTAMP,5/10/2023,,
1132,15:15:31,(ABAQUSLM),OUT:,abaqus,prince@GWS-9,(4
1133,15:15:31,(ABAQUSLM),OUT:,cae,prince@GWS-9,(4
1134,15:15:31,(ABAQUSLM),1683711935/0/6.19-1/0/64/4,46/4/cae/67452/prince/unknown/GWS-9,,
1135,16:50:31,(ABAQUSLM),TIMESTAMP,5/10/2023,,
1136,17:46:13,(ABAQUSLM),1683720976/1/6.19-1/4/cae/67452/prince/unknown/GWS-9,,,
1137,17:46:13,(ABAQUSLM),IN:,cae,prince@GWS-9,(4
1138,17:46:13,(ABAQUSLM),IN:,abaqus,prince@GWS-9,(4
1139,18:16:13,(ABAQUSLM),OUT:,abaqus,prince@GWS-9,(4
1140,18:16:13,(ABAQUSLM),OUT:,cae,prince@GWS-9,(4
1141,18:16:13,(ABAQUSLM),1683722777/0/6.19-1/0/64/4,46/4/cae/67452/prince/unknown/GWS-9,,
1142,18:49:27,(lmgrd),TIMESTAMP,5/10/2023,,
1143,19:24:11,(ABAQUSLM),1683726854/1/6.19-1/8/sta_par/65144/prince/unknown/GWS-9,,,
1144,19:24:11,(ABAQUSLM),IN:,standard,prince@GWS-9,(8
1145,19:24:11,(ABAQUSLM),IN:,abaqus,prince@GWS-9,(8
1146,19:24:11,(ABAQUSLM),IN:,parallel,prince@GWS-9,(4
1147,19:34:05,(ABAQUSLM),OUT:,abaqus,prince@GWS-9,(8
1148,19:34:05,(ABAQUSLM),OUT:,standard,prince@GWS-9,(8
1149,19:34:05,(ABAQUSLM),OUT:,parallel,prince@GWS-9,(4
1150,19:34:05,(ABAQUSLM),1683727448/0/6.19-1/0/64/42,46/8/sta_par/106648/prince/unknown/GWS-9,,
1151,19:34:07,(ABAQUSLM),1683727450/1/6.19-1/8/sta_par/106648/prince/unknown/GWS-9,,,
1152,19:34:07,(ABAQUSLM),IN:,standard,prince@GWS-9,(8
1153,19:34:07,(ABAQUSLM),IN:,abaqus,prince@GWS-9,(8
1154,19:34:07,(ABAQUSLM),IN:,parallel,prince@GWS-9,(4
1155,19:35:24,(ABAQUSLM),OUT:,abaqus,prince@GWS-9,(8
1156,19:35:24,(ABAQUSLM),OUT:,standard,prince@GWS-9,(8
1157,19:35:24,(ABAQUSLM),OUT:,parallel,prince@GWS-9,(4
1158,19:35:25,(ABAQUSLM),1683727528/0/6.19-1/0/64/42,46/8/sta_par/103684/prince/unknown/GWS-9,,
1159,19:35:27,(ABAQUSLM),1683727530/1/6.19-1/8/sta_par/103684/prince/unknown/GWS-9,,,
1160,19:35:27,(ABAQUSLM),IN:,standard,prince@GWS-9,(8
1161,19:35:27,(ABAQUSLM),IN:,abaqus,prince@GWS-9,(8
1162,19:35:27,(ABAQUSLM),IN:,parallel,prince@GWS-9,(4
1163,20:00:37,(ABAQUSLM),OUT:,abaqus,prince@GWS-9,(8
1164,20:00:37,(ABAQUSLM),OUT:,standard,prince@GWS-9,(8
1165,20:00:37,(ABAQUSLM),OUT:,parallel,prince@GWS-9,(4
1166,20:00:37,(ABAQUSLM),1683729040/0/6.19-1/0/64/42,46/8/sta_par/109652/prince/unknown/GWS-9,,
1167,20:00:43,(ABAQUSLM),1683729046/1/6.19-1/8/sta_par/109652/prince/unknown/GWS-9,,,
1168,20:00:43,(ABAQUSLM),IN:,standard,prince@GWS-9,(8
1169,20:00:43,(ABAQUSLM),IN:,abaqus,prince@GWS-9,(8
1170,20:00:43,(ABAQUSLM),IN:,parallel,prince@GWS-9,(4
1171,20:05:08,(ABAQUSLM),OUT:,abaqus,prince@GWS-9,(8
1172,20:05:08,(ABAQUSLM),OUT:,standard,prince@GWS-9,(8
1173,20:05:09,(ABAQUSLM),OUT:,parallel,prince@GWS-9,(4
1174,20:05:09,(ABAQUSLM),1683729311/0/6.19-1/0/64/42,46/8/sta_par/69856/prince/unknown/GWS-9,,
1175,20:05:19,(ABAQUSLM),1683729321/1/6.19-1/8/sta_par/69856/prince/unknown/GWS-9,,,
1176,20:05:19,(ABAQUSLM),IN:,standard,prince@GWS-9,(8
1177,20:05:19,(ABAQUSLM),IN:,abaqus,prince@GWS-9,(8
1178,20:05:19,(ABAQUSLM),IN:,parallel,prince@GWS-9,(4
1179,20:07:58,(ABAQUSLM),1683729481/1/6.19-1/4/cae/67452/prince/unknown/GWS-9,,,
1180,20:07:58,(ABAQUSLM),IN:,cae,prince@GWS-9,(4
1181,20:07:58,(ABAQUSLM),IN:,abaqus,prince@GWS-9,(4
1182,22:55:35,(ABAQUSLM),TIMESTAMP,5/10/2023,,
1183,0:49:27,(lmgrd),TIMESTAMP,5/11/2023,,
1184,5:00:38,(ABAQUSLM),TIMESTAMP,5/11/2023,,
1185,6:49:27,(lmgrd),TIMESTAMP,5/11/2023,,
1186,8:46:06,(ABAQUSLM),OUT:,abaqus,prince@GWS-9,(4
1187,8:46:06,(ABAQUSLM),OUT:,cae,prince@GWS-9,(4
1188,8:46:06,(ABAQUSLM),1683774966/0/6.19-1/0/64/4,38/4/cae/103556/prince/unknown/GWS-9,,
1189,8:56:30,(ABAQUSLM),OUT:,abaqus,prince@GWS-9,(8
1190,8:56:30,(ABAQUSLM),OUT:,standard,prince@GWS-9,(8
1191,8:56:30,(ABAQUSLM),OUT:,parallel,prince@GWS-9,(4
1192,8:56:30,(ABAQUSLM),1683775590/0/6.19-1/0/64/42,46/8/sta_par/108716/prince/unknown/GWS-9,,
1193,8:56:40,(ABAQUSLM),1683775600/1/6.19-1/8/sta_par/108716/prince/unknown/GWS-9,,,
1194,8:56:40,(ABAQUSLM),IN:,standard,prince@GWS-9,(8
1195,8:56:40,(ABAQUSLM),IN:,abaqus,prince@GWS-9,(8
1196,8:56:40,(ABAQUSLM),IN:,parallel,prince@GWS-9,(4
1197,9:53:38,(ABAQUSLM),1683779018/1/6.19-1/4/cae/103556/prince/unknown/GWS-9,,,
1198,9:53:38,(ABAQUSLM),IN:,cae,prince@GWS-9,(4
1199,9:53:38,(ABAQUSLM),IN:,abaqus,prince@GWS-9,(4
1200,9:58:31,(ABAQUSLM),OUT:,abaqus,prince@GWS-9,(8
1201,9:58:31,(ABAQUSLM),OUT:,standard,prince@GWS-9,(8
1202,9:58:32,(ABAQUSLM),OUT:,parallel,prince@GWS-9,(4
1203,9:58:32,(ABAQUSLM),1683779311/0/6.19-1/0/64/42,42/8/sta_par/103652/prince/unknown/GWS-9,,
1204,10:01:08,(ABAQUSLM),OUT:,abaqus,prince@GWS-9,(4
1205,10:01:08,(ABAQUSLM),OUT:,cae,prince@GWS-9,(4
1206,10:01:08,(ABAQUSLM),1683779468/0/6.19-1/0/64/4,46/4/cae/103556/prince/unknown/GWS-9,,
1207,10:06:26,(ABAQUSLM),1683779786/1/6.19-1/8/sta_par/103652/prince/unknown/GWS-9,,,
1208,10:06:26,(ABAQUSLM),IN:,standard,prince@GWS-9,(8
1209,10:06:26,(ABAQUSLM),IN:,abaqus,prince@GWS-9,(8
1210,10:06:26,(ABAQUSLM),IN:,parallel,prince@GWS-9,(4
1211,10:34:37,(ABAQUSLM),OUT:,abaqus,prince@GWS-9,(8
1212,10:34:37,(ABAQUSLM),OUT:,standard,prince@GWS-9,(8
1213,10:34:37,(ABAQUSLM),OUT:,parallel,prince@GWS-9,(4
1214,10:34:38,(ABAQUSLM),1683781477/0/6.19-1/0/64/42,46/8/sta_par/110688/prince/unknown/GWS-9,,
1215,10:34:40,(ABAQUSLM),1683781479/1/6.19-1/8/sta_par/110688/prince/unknown/GWS-9,,,
1216,10:34:40,(ABAQUSLM),IN:,standard,prince@GWS-9,(8
1217,10:34:40,(ABAQUSLM),IN:,abaqus,prince@GWS-9,(8
1218,10:34:40,(ABAQUSLM),IN:,parallel,prince@GWS-9,(4
1219,10:35:51,(ABAQUSLM),OUT:,abaqus,prince@GWS-9,(8
1220,10:35:51,(ABAQUSLM),OUT:,standard,prince@GWS-9,(8
1221,10:35:51,(ABAQUSLM),OUT:,parallel,prince@GWS-9,(4
1222,10:35:51,(ABAQUSLM),1683781550/0/6.19-1/0/64/42,46/8/sta_par/108508/prince/unknown/GWS-9,,
1223,10:43:47,(ABAQUSLM),OUT:,abaqus,prince@GWS-9,(8
1224,10:43:47,(ABAQUSLM),OUT:,standard,prince@GWS-9,(8
1225,10:43:47,(ABAQUSLM),1683782027/1/6.19-1/8/sta_par/108508/prince/unknown/GWS-9,,,
1226,10:43:47,(ABAQUSLM),IN:,standard,prince@GWS-9,(8
1227,10:43:47,(ABAQUSLM),IN:,abaqus,prince@GWS-9,(8
1228,10:43:47,(ABAQUSLM),IN:,parallel,prince@GWS-9,(4
1229,10:43:47,(ABAQUSLM),OUT:,parallel,prince@GWS-9,(4
1230,10:43:47,(ABAQUSLM),1683782027/0/6.19-1/0/64/42,46/8/sta_par/103428/prince/unknown/GWS-9,,
